subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Astronomy Media Workbk& $25 Rebate Card Pkg,,,,,,,,[11300637],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:39:16.572093'}","{'type': '/type/datetime', 'value': '2021-06-23T22:39:16.572093'}",{'key': '/type/work'},/works/OL24625167W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Astronomy Media Workbk& $25 Rebate Card Pkg,['Addison Wesley Publishing Company'],,paperback,,[{'key': '/works/OL24625167W'}],"May 01, 2005",['0321385071'],[11300637],,['9780321385079'],"{'type': '/type/datetime', 'value': '2021-06-23T22:39:16.572093'}","{'type': '/type/datetime', 'value': '2021-06-23T22:39:16.572093'}",{'key': '/type/edition'},/books/OL32671820M,1,1,['amazon:0321385071'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Mathematics with Applctns& Stu/SM& Awl Tc Pkg,,,,,,,,[11300636],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:39:08.576526'}","{'type': '/type/datetime', 'value': '2021-06-23T22:39:08.576526'}",{'key': '/type/work'},/works/OL24625166W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Mathematics with Applctns& Stu/SM& Awl Tc Pkg,['Addison Wesley Publishing Company'],,hardcover,,[{'key': '/works/OL24625166W'}],"Oct 01, 2004",['0321328329'],[11300636],,['9780321328328'],"{'type': '/type/datetime', 'value': '2021-06-23T22:39:08.576526'}","{'type': '/type/datetime', 'value': '2021-06-23T22:39:08.576526'}",{'key': '/type/edition'},/books/OL32671819M,1,1,['amazon:0321328329'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Civiliztn West Sve& Atlas Western CIV VP Pk,,,,,,,,[11300635],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:38:51.731375'}","{'type': '/type/datetime', 'value': '2021-06-23T22:38:51.731375'}",{'key': '/type/work'},/works/OL24625165W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Civiliztn West Sve& Atlas Western CIV VP Pk,['Addison Wesley Publishing Company'],,hardcover,,[{'key': '/works/OL24625165W'}],"Sep 01, 2003",['0321250192'],[11300635],,['9780321250193'],"{'type': '/type/datetime', 'value': '2021-06-23T22:38:51.731375'}","{'type': '/type/datetime', 'value': '2021-06-23T22:38:51.731375'}",{'key': '/type/edition'},/books/OL32671818M,1,1,['amazon:0321250192'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7808550A'}}]",Palafittes,,,,,,,,[11300634],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:37:55.810752'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:55.810752'}",{'key': '/type/work'},/works/OL24625164W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL7808550A'}],Palafittes,['Lulu.com'],38,paperback,,[{'key': '/works/OL24625164W'}],"May 10, 2018",['0244986517'],[11300634],,['9780244986513'],"{'type': '/type/datetime', 'value': '2021-06-23T22:37:55.810752'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:55.810752'}",{'key': '/type/edition'},/books/OL32671817M,1,1,['amazon:0244986517'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3343618A'}}]",Revulsion Freed From A Headlock,,,,,,,,[11300633],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:37:50.316951'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:50.316951'}",{'key': '/type/work'},/works/OL24625163W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL3343618A'}],Revulsion Freed From A Headlock,"['Lulu.com', 'lulu.com']",56,paperback,"{'type': '/type/text', 'value': 'Source title: Revulsion Freed From A Headlock (after Desire Caught By The Tail)'}",[{'key': '/works/OL24625163W'}],"Nov 27, 2019",['0244839999'],[11300633],,['9780244839994'],"{'type': '/type/datetime', 'value': '2021-06-23T22:37:50.316951'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:50.316951'}",{'key': '/type/edition'},/books/OL32671816M,1,1,['amazon:0244839999'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T22:37:46.103057'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:46.103057'}",{'key': '/type/author'},/authors/OL9282086A,1,1,['amazon:0244783977'],Brian O'Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282086A'}}]","""Too Far East Is West""",,,,,,,,[11300632],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:37:46.103057'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:46.103057'}",{'key': '/type/work'},/works/OL24625162W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9282086A'}],"""Too Far East Is West""","['Lulu.com', 'lulu.com']",154,paperback,,[{'key': '/works/OL24625162W'}],"May 15, 2019",['0244783977'],[11300632],,['9780244783976'],"{'type': '/type/datetime', 'value': '2021-06-23T22:37:46.103057'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:46.103057'}",{'key': '/type/edition'},/books/OL32671815M,1,1,['amazon:0244783977'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9260718A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2853148A'}}]",Cooking at home is fun volume 4,,,,,,,,[11300631],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:37:42.846771'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:42.846771'}",{'key': '/type/work'},/works/OL24625161W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL9260718A'}, {'key': '/authors/OL2853148A'}]",Cooking at home is fun volume 4,"['Lulu.com', 'lulu.com']",142,paperback,,[{'key': '/works/OL24625161W'}],"Nov 17, 2018",['0244711062'],[11300631],,['9780244711061'],"{'type': '/type/datetime', 'value': '2021-06-23T22:37:42.846771'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:42.846771'}",{'key': '/type/edition'},/books/OL32671814M,1,1,['amazon:0244711062'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And Dr. Z,[{'key': '/authors/OL9179600A'}],Winston the Zombie Killer,['Tellwell Talent'],124,hardcover,"{'type': '/type/text', 'value': 'Source title: Winston the Zombie Killer: And Dr. Z'}",[{'key': '/works/OL24387727W'}],"Jan 11, 2021",['0228843480'],[11300630],Winston the Zombie Killer And Dr. Z,['9780228843481'],"{'type': '/type/datetime', 'value': '2021-06-23T22:37:05.361898'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:05.361898'}",{'key': '/type/edition'},/books/OL32671813M,1,1,['amazon:0228843480'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9215467A'}],Honour,['Tellwell Talent'],222,hardcover,"{'type': '/type/text', 'value': 'Source title: Honour (The Honour Trilogy)'}",[{'key': '/works/OL24473302W'}],"Oct 19, 2020",['022883290X'],[11300629],Honour,['9780228832904'],"{'type': '/type/datetime', 'value': '2021-06-23T22:37:00.602763'}","{'type': '/type/datetime', 'value': '2021-06-23T22:37:00.602763'}",{'key': '/type/edition'},/books/OL32671812M,1,1,['amazon:022883290X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7551460A'}}]",Arcobaleni E Farfalle,,,,,,,,[11300628],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:36:53.594588'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:53.594588'}",{'key': '/type/work'},/works/OL24625160W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ragazze Disegni Da Colorare Libro 3 Anni,[{'key': '/authors/OL7551460A'}],Arcobaleni E Farfalle,['Coloring Bandit'],106,paperback,"{'type': '/type/text', 'value': 'Source title: Arcobaleni E Farfalle: Ragazze Disegni Da Colorare Libro 3 Anni (Italian Edition)'}",[{'key': '/works/OL24625160W'}],"Sep 05, 2017",['0228212383'],[11300628],Arcobaleni E Farfalle : Ragazze Disegni Da Colorare Libro 3 Anni,['9780228212386'],"{'type': '/type/datetime', 'value': '2021-06-23T22:36:53.594588'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:53.594588'}",{'key': '/type/edition'},/books/OL32671811M,1,1,['amazon:0228212383'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2417731A'}}]",Chez Nous & Sam& CD&Myfrench&dict&hdst Pkg,,,,,,,,[11300627],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:36:36.983842'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:36.983842'}",{'key': '/type/work'},/works/OL24625159W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2417731A'}],Chez Nous & Sam& CD&Myfrench&dict&hdst Pkg,['Prentice Hall'],,paperback,,[{'key': '/works/OL24625159W'}],"Jan 01, 2009",['0205711006'],[11300627],,['9780205711000'],"{'type': '/type/datetime', 'value': '2021-06-23T22:36:36.983842'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:36.983842'}",{'key': '/type/edition'},/books/OL32671810M,1,1,['amazon:0205711006'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2417731A'}}]",Amer Past& Pres Brief V2&s/GD&Mappg AME GD,,,,,,,,[11300626],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:36:34.589938'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:34.589938'}",{'key': '/type/work'},/works/OL24625158W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2417731A'}],Amer Past& Pres Brief V2&s/GD&Mappg AME GD,['Pearson'],,paperback,,[{'key': '/works/OL24625158W'}],"Jan 01, 2009",['0205640710'],[11300626],,['9780205640713'],"{'type': '/type/datetime', 'value': '2021-06-23T22:36:34.589938'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:34.589938'}",{'key': '/type/edition'},/books/OL32671809M,1,1,['amazon:0205640710'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Understandg Political World& Bld Your Own CC,,,,,,,,[11300625],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:36:30.761506'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:30.761506'}",{'key': '/type/work'},/works/OL24625157W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Understandg Political World& Bld Your Own CC,['Addison Wesley Publishing Company'],,paperback,,[{'key': '/works/OL24625157W'}],"Dec 01, 2006",['0205563759'],[11300625],Understandg Political World& Bld Your Own CC,['9780205563753'],"{'type': '/type/datetime', 'value': '2021-06-23T22:36:30.761506'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:30.761506'}",{'key': '/type/edition'},/books/OL32671808M,1,1,['amazon:0205563759'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Exploring Child Welfare& Csbk Domes Violnc Pk,,,,,,,,[11300624],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:36:13.578132'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:13.578132'}",{'key': '/type/work'},/works/OL24625156W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Exploring Child Welfare& Csbk Domes Violnc Pk,['Addison Wesley Publishing Company'],,paperback,,[{'key': '/works/OL24625156W'}],"Nov 01, 2004",['0205459994'],[11300624],,['9780205459995'],"{'type': '/type/datetime', 'value': '2021-06-23T22:36:13.578132'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:13.578132'}",{'key': '/type/edition'},/books/OL32671807M,1,1,['amazon:0205459994'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Psych Mind Mattrs2.0cd& Crscmps Acc Card Pkg,,,,,,,,[11300623],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:36:09.493524'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:09.493524'}",{'key': '/type/work'},/works/OL24625155W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Psych Mind Mattrs2.0cd& Crscmps Acc Card Pkg,['Addison Wesley Publishing Company'],,hardcover,,[{'key': '/works/OL24625155W'}],"Oct 01, 2003",['020543181X'],[11300623],,['9780205431816'],"{'type': '/type/datetime', 'value': '2021-06-23T22:36:09.493524'}","{'type': '/type/datetime', 'value': '2021-06-23T22:36:09.493524'}",{'key': '/type/edition'},/books/OL32671806M,1,1,['amazon:020543181X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9282085A'}],l'archipel ibérique,['LE LIBRAIRE'],,paperback,,[{'key': '/works/OL24625154W'}],"Jun 23, 1899",['2950792219'],[11300622],,['9782950792211'],"{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.955408'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.955408'}",{'key': '/type/edition'},/books/OL32671804M,1,1,['amazon:2950792219'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9282085A'}],l'archipel ibérique,['LE LIBRAIRE'],,paperback,,[{'key': '/works/OL24625154W'}],"Jun 23, 1899",['2950792219'],[11300621],,['9782950792211'],"{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.950079'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.950079'}",{'key': '/type/edition'},/books/OL32671805M,1,1,['amazon:2950792219'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.573380'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.573380'}",{'key': '/type/author'},/authors/OL9282085A,1,1,['amazon:2950792219'],FRANCK BOISSELIER WB RECUP 1995 WATEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282085A'}}]",l'archipel ibérique,,,,,,,,[11300620],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.573380'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.573380'}",{'key': '/type/work'},/works/OL24625154W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9282085A'}],l'archipel ibérique,['LE LIBRAIRE'],,paperback,,[{'key': '/works/OL24625154W'}],"Jun 23, 1899",['2950792219'],[11300620],,['9782950792211'],"{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.573380'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:32.573380'}",{'key': '/type/edition'},/books/OL32671803M,1,1,['amazon:2950792219'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}",{'key': '/type/author'},/authors/OL9282082A,1,1,['amazon:0160908469'],Ethan Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}",{'key': '/type/author'},/authors/OL9282083A,1,1,['amazon:0160908469'],Krista L Sankowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}",{'key': '/type/author'},/authors/OL9282084A,1,1,['amazon:0160908469'],Caroline Marshall Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2661377A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282082A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282083A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282084A'}}]",Junior Paleontologist Activity Book : Ages 5-12,,,,,,,,[11300619],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}",{'key': '/type/work'},/works/OL24625153W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Explore, Learn, Protect","[{'key': '/authors/OL2661377A'}, {'key': '/authors/OL9282082A'}, {'key': '/authors/OL9282083A'}, {'key': '/authors/OL9282084A'}]",Junior Paleontologist Activity Book : Ages 5-12,"['National Park Service Division of Publications', 'National Park Service']",22,hardcover,"{'type': '/type/text', 'value': 'Source title: Junior Paleontologist Activity Book: Ages 5-12: Explore, Learn, Protect'}",[{'key': '/works/OL24625153W'}],"May 20, 2012",['0160908469'],[11300619],"Junior Paleontologist Activity Book : Ages 5-12 : Explore, Learn, Protect",['9780160908460'],"{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:24.254547'}",{'key': '/type/edition'},/books/OL32671802M,1,1,['amazon:0160908469'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Answers to Old Questions,[{'key': '/authors/OL235821A'}],Living the Secular Life,"['Recorded Books, Inc. and Blackstone Publishing']",1,audio cd,"{'type': '/type/text', 'value': 'Source title: Living the Secular Life: New Answers to Old Questions'}",[{'key': '/works/OL19990812W'}],"Mar 06, 2015",['166443741X'],[11300618],Living the Secular Life New Answers to Old Questions,['9781664437418'],"{'type': '/type/datetime', 'value': '2021-06-23T22:35:21.428427'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:21.428427'}",{'key': '/type/edition'},/books/OL32671801M,1,1,['amazon:166443741X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Instructnl Tech& Media Lrng&ppt03 Lev 1 Pkg,,,,,,,,[11300617],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:35:09.789082'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:09.789082'}",{'key': '/type/work'},/works/OL24625152W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Instructnl Tech& Media Lrng&ppt03 Lev 1 Pkg,['Addison Wesley Longman'],,hardcover,,[{'key': '/works/OL24625152W'}],"Nov 01, 2006",['0136139590'],[11300617],Instructnl Tech& Media Lrng&ppt03 Lev 1 Pkg,['9780136139591'],"{'type': '/type/datetime', 'value': '2021-06-23T22:35:09.789082'}","{'type': '/type/datetime', 'value': '2021-06-23T22:35:09.789082'}",{'key': '/type/edition'},/books/OL32671800M,1,1,['amazon:0136139590'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7991171A'}}]",Role Model,,,,,,,,[11300616],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:34:06.528814'}","{'type': '/type/datetime', 'value': '2021-06-23T22:34:06.528814'}",{'key': '/type/work'},/works/OL24625151W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL7991171A'}],Role Model,['Harlequin Audio and Blackstone Publishing'],1,audio cd,"{'type': '/type/text', 'value': 'Source title: Role Model (The Game Changers Series)'}",[{'key': '/works/OL24625151W'}],"Aug 10, 2021",['1665070587'],[11300616],Role Model,['9781665070584'],"{'type': '/type/datetime', 'value': '2021-06-23T22:34:06.528814'}","{'type': '/type/datetime', 'value': '2021-06-23T22:34:06.528814'}",{'key': '/type/edition'},/books/OL32671799M,1,1,['amazon:1665070587'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL20678A'}],In the Garden of Iden,['Harper Voyager'],320,mass market paperback,"{'type': '/type/text', 'value': 'Source title: In the Garden of Iden (A Novel of the Company, Book 1)'}",[{'key': '/works/OL20116370W'}],"Nov 01, 1998",['0380731797'],[11300615],In the Garden of Iden,['9780380731794'],"{'type': '/type/datetime', 'value': '2021-06-23T22:34:06.121405'}","{'type': '/type/datetime', 'value': '2021-06-23T22:34:06.121405'}",{'key': '/type/edition'},/books/OL32671798M,1,1,['amazon:0380731797'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Modern Database Management& VIS Analyst Pkg,,,,,,,,[11300614],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:32:29.672326'}","{'type': '/type/datetime', 'value': '2021-06-23T22:32:29.672326'}",{'key': '/type/work'},/works/OL24625150W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Modern Database Management& VIS Analyst Pkg,['Addison Wesley Longman'],,hardcover,,[{'key': '/works/OL24625150W'}],"May 01, 2006",['0132329697'],[11300614],Modern Database Management& VIS Analyst Pkg,['9780132329699'],"{'type': '/type/datetime', 'value': '2021-06-23T22:32:29.672326'}","{'type': '/type/datetime', 'value': '2021-06-23T22:32:29.672326'}",{'key': '/type/edition'},/books/OL32671797M,1,1,['amazon:0132329697'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Foundtns Finance,,,,,,,,[11300613],,,"{'type': '/type/datetime', 'value': '2021-06-23T22:31:42.789090'}","{'type': '/type/datetime', 'value': '2021-06-23T22:31:42.789090'}",{'key': '/type/work'},/works/OL24625149W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logc&1key Webct&nav Webct,[{'key': '/authors/OL2761571A'}],Foundtns Finance,['Addison Wesley Longman'],,hardcover,"{'type': '/type/text', 'value': 'Source title: Foundtns Finance: Logc&1key Webct&nav Webct'}",[{'key': '/works/OL24625149W'}],"Jun 01, 2005",['0132267373'],[11300613],Foundtns Finance : Logc&1key Webct&nav Webct,['9780132267373'],"{'type': '/type/datetime', 'value': '2021-06-23T22:31:42.789090'}","{'type': '/type/datetime', 'value': '2021-06-23T22:31:42.789090'}",{'key': '/type/edition'},/books/OL32671796M,1,1,['amazon:0132267373'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
