,subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name,authors_key,books_key
899,,[{'key': '/authors/OL2623782A'}],Quarterly Review,['Arkose Press'],596.0,hardcover,,[{'key': '/works/OL24625059W'}],"Nov 01, 2015",['1345758383'],[11300492],Quarterly Review,['9781345758382'],"{'type': '/type/datetime', 'value': '2021-06-23T21:55:39.437733'}","{'type': '/type/datetime', 'value': '2021-06-23T21:55:39.437733'}",{'key': '/type/edition'},/books/OL32671635M,1,1,['amazon:1345758383'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2623782A,/books/OL32671635M
900,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9223586A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL4420193A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9223587A'}}]","The Canadian Magazine Of Politics, Science, Art And Literature, Volume 16",,,,,,,,[11300491],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:55:27.724859'}","{'type': '/type/datetime', 'value': '2021-06-23T21:55:27.724859'}",{'key': '/type/work'},/works/OL24625058W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625058W
901,,"[{'key': '/authors/OL9223586A'}, {'key': '/authors/OL4420193A'}, {'key': '/authors/OL9223587A'}]","The Canadian Magazine Of Politics, Science, Art And Literature, Volume 16",['Arkose Press'],596.0,hardcover,,[{'key': '/works/OL24625058W'}],"Oct 31, 2015",['1345734670'],[11300491],"The Canadian Magazine Of Politics, Science, Art And Literature, Volume 16",['9781345734676'],"{'type': '/type/datetime', 'value': '2021-06-23T21:55:27.724859'}","{'type': '/type/datetime', 'value': '2021-06-23T21:55:27.724859'}",{'key': '/type/edition'},/books/OL32671634M,1,1,['amazon:1345734670'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9223586A,/books/OL32671634M
902,,[{'key': '/authors/OL9086666A'}],The Hidden World of the Fox,"['HarperCollins B and Blackstone Publishing', 'Harpercollins']",1.0,audio cd,,[{'key': '/works/OL24152021W'}],"Oct 22, 2019",['1094026085'],[11300490],The Hidden World of the Fox,['9781094026084'],"{'type': '/type/datetime', 'value': '2021-06-23T21:55:23.177139'}","{'type': '/type/datetime', 'value': '2021-06-23T21:55:23.177139'}",{'key': '/type/edition'},/books/OL32671633M,1,1,['amazon:1094026085'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9086666A,/books/OL32671633M
903,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL4600874A'}}]","Bulleti, Volume 9",,,,,,,,[11300489],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:54:54.434477'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:54.434477'}",{'key': '/type/work'},/works/OL24625057W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625057W
904,,[{'key': '/authors/OL4600874A'}],"Bulleti, Volume 9",['Arkose Press'],604.0,hardcover,,[{'key': '/works/OL24625057W'}],"Oct 29, 2015",['1345644760'],[11300489],,['9781345644760'],"{'type': '/type/datetime', 'value': '2021-06-23T21:54:54.434477'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:54.434477'}",{'key': '/type/edition'},/books/OL32671632M,1,1,['amazon:1345644760'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL4600874A,/books/OL32671632M
905,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7548344A'}}]","John Marvel, Assistant. Illustrated by James Montgomery Flagg",,,,,,,,[11300488],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:54:34.884338'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:34.884338'}",{'key': '/type/work'},/works/OL24625056W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625056W
906,,[{'key': '/authors/OL7548344A'}],"John Marvel, Assistant. Illustrated by James Montgomery Flagg",['Arkose Press'],608.0,hardcover,,[{'key': '/works/OL24625056W'}],"Oct 28, 2015",['1345581726'],[11300488],,['9781345581720'],"{'type': '/type/datetime', 'value': '2021-06-23T21:54:34.884338'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:34.884338'}",{'key': '/type/edition'},/books/OL32671631M,1,1,['amazon:1345581726'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7548344A,/books/OL32671631M
907,,"[{'author': {'key': '/authors/OL378052A'}, 'type': {'key': '/type/author_role'}}]",Eshghal,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T21:56:08.760792'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:29.141922'}",{'key': '/type/work'},/works/OL24625055W,2,2,,,,,,,,,,,,,,,,"[{'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B4%D8%BA%D8%A7%D9%84_(%D9%81%DB%8C%D9%84%D9%85%D9%86%D8%A7%D9%85%D9%87)', 'title': 'Persian Wikipedia', 'type': {'key': '/type/link'}}]",,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625055W
908,,,Eshghal,['Roshangaran'],,Paperback,,[{'key': '/works/OL24625055W'}],1989,,,,['978-964-675157-6'],"{'type': '/type/datetime', 'value': '2021-06-23T21:55:18.468118'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:29.141922'}",{'key': '/type/edition'},/books/OL32671630M,2,2,,,,"['Tehran, Iran']",,,,,,,,,[{'key': '/languages/per'}],,,,,,,,,,,,,,,,,,,,,,,,,/books/OL32671630M
909,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL4622640A'}}]",American Philosophy,,,,,,,,[11300487],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:54:24.644677'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:24.644677'}",{'key': '/type/work'},/works/OL24625054W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625054W
910,The Early Schools,[{'key': '/authors/OL4622640A'}],American Philosophy,['Arkose Press'],612.0,hardcover,"{'type': '/type/text', 'value': 'Source title: American Philosophy: The Early Schools'}",[{'key': '/works/OL24625054W'}],"Oct 28, 2015",['1345552580'],[11300487],American Philosophy The Early Schools,['9781345552584'],"{'type': '/type/datetime', 'value': '2021-06-23T21:54:24.644677'}","{'type': '/type/datetime', 'value': '2021-06-23T21:54:24.644677'}",{'key': '/type/edition'},/books/OL32671629M,1,1,['amazon:1345552580'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL4622640A,/books/OL32671629M
911,Life and Love with a Hard-Luck Jay,"[{'key': '/authors/OL495621A'}, {'key': '/authors/OL495621A'}]",Saving Jemima,['HMH Audio'],272.0,audio cd,"{'type': '/type/text', 'value': 'Source title: Saving Jemima: Life and Love with a Hard-Luck Jay'}",[{'key': '/works/OL21206261W'}],"Sep 10, 2019",['0358285097'],[11300486],Saving Jemima Life and Love with a Hard-Luck Jay,['9780358285090'],"{'type': '/type/datetime', 'value': '2021-06-23T21:52:42.987735'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:42.987735'}",{'key': '/type/edition'},/books/OL32671628M,1,1,['amazon:0358285097'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL495621A,/books/OL32671628M
912,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T21:52:38.998534'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:38.998534'}",{'key': '/type/author'},/authors/OL9282063A,1,1,['amazon:1345362331'],Middlesex (England). Finance Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282063A
913,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282063A'}}]",Annual Financial Report,,,,,,,,[11300485],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:52:38.998534'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:38.998534'}",{'key': '/type/work'},/works/OL24625053W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625053W
914,,[{'key': '/authors/OL9282063A'}],Annual Financial Report,['Arkose Press'],628.0,hardcover,,[{'key': '/works/OL24625053W'}],"Oct 25, 2015",['1345362331'],[11300485],Annual Financial Report,['9781345362336'],"{'type': '/type/datetime', 'value': '2021-06-23T21:52:38.998534'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:38.998534'}",{'key': '/type/edition'},/books/OL32671627M,1,1,['amazon:1345362331'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282063A,/books/OL32671627M
915,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9255262A'}}]","The Journal Of Medical Research, Volume 14",,,,,,,,[11300484],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:52:35.740956'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:35.740956'}",{'key': '/type/work'},/works/OL24625052W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625052W
916,,[{'key': '/authors/OL9255262A'}],"The Journal Of Medical Research, Volume 14",['Arkose Press'],628.0,hardcover,,[{'key': '/works/OL24625052W'}],"Oct 25, 2015",['1345361327'],[11300484],"The Journal Of Medical Research, Volume 14",['9781345361322'],"{'type': '/type/datetime', 'value': '2021-06-23T21:52:35.740956'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:35.740956'}",{'key': '/type/edition'},/books/OL32671626M,1,1,['amazon:1345361327'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9255262A,/books/OL32671626M
917,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9206911A'}}]","Parliamentary Papers, Volume 8",,,,,,,,[11300483],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:52:16.996453'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:16.996453'}",{'key': '/type/work'},/works/OL24625051W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625051W
918,,[{'key': '/authors/OL9206911A'}],"Parliamentary Papers, Volume 8",['Arkose Press'],630.0,hardcover,,[{'key': '/works/OL24625051W'}],"Oct 25, 2015",['1345321031'],[11300483],"Parliamentary Papers, Volume 8",['9781345321036'],"{'type': '/type/datetime', 'value': '2021-06-23T21:52:16.996453'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:16.996453'}",{'key': '/type/edition'},/books/OL32671625M,1,1,['amazon:1345321031'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9206911A,/books/OL32671625M
919,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T21:52:10.904710'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:10.904710'}",{'key': '/type/author'},/authors/OL9282062A,1,1,['amazon:1345300573'],United States. Dept. of Agriculture. Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282062A
920,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9236475A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282062A'}}]","Bulletin, Issues 110-128",,,,,,,,[11300482],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:52:10.904710'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:10.904710'}",{'key': '/type/work'},/works/OL24625050W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625050W
921,,"[{'key': '/authors/OL9236475A'}, {'key': '/authors/OL9282062A'}]","Bulletin, Issues 110-128",['Arkose Press'],634.0,hardcover,,[{'key': '/works/OL24625050W'}],"Oct 24, 2015",['1345300573'],[11300482],,['9781345300574'],"{'type': '/type/datetime', 'value': '2021-06-23T21:52:10.904710'}","{'type': '/type/datetime', 'value': '2021-06-23T21:52:10.904710'}",{'key': '/type/edition'},/books/OL32671624M,1,1,['amazon:1345300573'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9236475A,/books/OL32671624M
922,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2623782A'}}]","Vaderlandsche Letter-oefeningen Of Tijdschrift Van Kunsten En Wetenschappen, Volume 2",,,,,,,,[11300481],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:51:58.202088'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:58.202088'}",{'key': '/type/work'},/works/OL24625049W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625049W
923,,[{'key': '/authors/OL2623782A'}],"Vaderlandsche Letter-oefeningen Of Tijdschrift Van Kunsten En Wetenschappen, Volume 2",['Arkose Press'],638.0,hardcover,,[{'key': '/works/OL24625049W'}],"Oct 24, 2015",['1345265700'],[11300481],"Vaderlandsche Letter-oefeningen Of Tijdschrift Van Kunsten En Wetenschappen, Volume 2",['9781345265705'],"{'type': '/type/datetime', 'value': '2021-06-23T21:51:58.202088'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:58.202088'}",{'key': '/type/edition'},/books/OL32671623M,1,1,['amazon:1345265700'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2623782A,/books/OL32671623M
924,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3175410A'}}]",Complete English-Russian Dictionary,,,,,,,,[11300480],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:51:54.453628'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:54.453628'}",{'key': '/type/work'},/works/OL24625048W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625048W
925,,[{'key': '/authors/OL3175410A'}],Complete English-Russian Dictionary,['Arkose Press'],636.0,hardcover,,[{'key': '/works/OL24625048W'}],"Oct 24, 2015",['1345259905'],[11300480],Complete English-Russian Dictionary,['9781345259902'],"{'type': '/type/datetime', 'value': '2021-06-23T21:51:54.453628'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:54.453628'}",{'key': '/type/edition'},/books/OL32671622M,1,1,['amazon:1345259905'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3175410A,/books/OL32671622M
926,,[{'key': '/authors/OL2785650A'}],Campaigning With Grant,['Arkose Press'],642.0,hardcover,,[{'key': '/works/OL8363233W'}],"Oct 23, 2015",['1345211155'],[11300479],Campaigning With Grant,['9781345211153'],"{'type': '/type/datetime', 'value': '2021-06-23T21:51:37.053657'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:37.053657'}",{'key': '/type/edition'},/books/OL32671621M,1,1,['amazon:1345211155'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2785650A,/books/OL32671621M
927,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T21:51:33.002971'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:33.002971'}",{'key': '/type/author'},/authors/OL9282061A,1,1,['amazon:1345210051'],T E. S. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282061A
928,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9266190A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282061A'}}]","A Life of Gilbert Burnet, Bishop of Salisbury. I. Scotland, 1643-1674",,,,,,,,[11300478],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:51:33.002971'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:33.002971'}",{'key': '/type/work'},/works/OL24625047W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625047W
929,,"[{'key': '/authors/OL9266190A'}, {'key': '/authors/OL9282061A'}]","A Life of Gilbert Burnet, Bishop of Salisbury. I. Scotland, 1643-1674",['Arkose Press'],642.0,hardcover,,[{'key': '/works/OL24625047W'}],"Oct 23, 2015",['1345210051'],[11300478],"A Life of Gilbert Burnet, Bishop of Salisbury. I. Scotland, 1643-1674",['9781345210057'],"{'type': '/type/datetime', 'value': '2021-06-23T21:51:33.002971'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:33.002971'}",{'key': '/type/edition'},/books/OL32671620M,1,1,['amazon:1345210051'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9266190A,/books/OL32671620M
930,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2623782A'}}]","The American Railway Reports, Volume 4",,,,,,,,[11300477],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:51:01.958534'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:01.958534'}",{'key': '/type/work'},/works/OL24625046W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625046W
931,,[{'key': '/authors/OL2623782A'}],"The American Railway Reports, Volume 4",['Arkose Press'],652.0,hardcover,,[{'key': '/works/OL24625046W'}],"Oct 22, 2015",['1345130139'],[11300477],"The American Railway Reports, Volume 4",['9781345130133'],"{'type': '/type/datetime', 'value': '2021-06-23T21:51:01.958534'}","{'type': '/type/datetime', 'value': '2021-06-23T21:51:01.958534'}",{'key': '/type/edition'},/books/OL32671619M,1,1,['amazon:1345130139'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2623782A,/books/OL32671619M
932,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T21:50:55.436636'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:55.436636'}",{'key': '/type/author'},/authors/OL9282060A,1,1,['amazon:1345126468'],Anna Lorraine Gutherie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282060A
933,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9282060A'}}]","Library Work, Volumes 1-5",,,,,,,,[11300476],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:50:55.436636'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:55.436636'}",{'key': '/type/work'},/works/OL24625045W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625045W
934,,[{'key': '/authors/OL9282060A'}],"Library Work, Volumes 1-5",['Arkose Press'],652.0,hardcover,,[{'key': '/works/OL24625045W'}],"Oct 22, 2015",['1345126468'],[11300476],,['9781345126464'],"{'type': '/type/datetime', 'value': '2021-06-23T21:50:55.436636'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:55.436636'}",{'key': '/type/edition'},/books/OL32671618M,1,1,['amazon:1345126468'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9282060A,/books/OL32671618M
935,"With a Commentary, Volume 2",[{'key': '/authors/OL7799208A'}],Herodotus,['Arkose Press'],660.0,hardcover,"{'type': '/type/text', 'value': 'Source title: Herodotus: With a Commentary, Volume 2'}",[{'key': '/works/OL24525134W'}],"Oct 21, 2015",['1345054858'],[11300475],"Herodotus With a Commentary, Volume 2",['9781345054859'],"{'type': '/type/datetime', 'value': '2021-06-23T21:50:27.999663'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:27.999663'}",{'key': '/type/edition'},/books/OL32671617M,1,1,['amazon:1345054858'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7799208A,/books/OL32671617M
936,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL6085798A'}}]","The United Service Magazine, Volume 70",,,,,,,,[11300474],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:50:15.876163'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:15.876163'}",{'key': '/type/work'},/works/OL24625044W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625044W
937,,[{'key': '/authors/OL6085798A'}],"The United Service Magazine, Volume 70",['Arkose Press'],662.0,hardcover,,[{'key': '/works/OL24625044W'}],"Oct 21, 2015",['1345043600'],[11300474],"The United Service Magazine, Volume 70",['9781345043600'],"{'type': '/type/datetime', 'value': '2021-06-23T21:50:15.876163'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:15.876163'}",{'key': '/type/edition'},/books/OL32671616M,1,1,['amazon:1345043600'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL6085798A,/books/OL32671616M
938,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL6652051A'}}]","The Church Review, Volume 47",,,,,,,,[11300473],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:50:10.301348'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:10.301348'}",{'key': '/type/work'},/works/OL24625043W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625043W
939,,[{'key': '/authors/OL6652051A'}],"The Church Review, Volume 47",['Arkose Press'],662.0,hardcover,,[{'key': '/works/OL24625043W'}],"Oct 21, 2015",['1345036426'],[11300473],,['9781345036428'],"{'type': '/type/datetime', 'value': '2021-06-23T21:50:10.301348'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:10.301348'}",{'key': '/type/edition'},/books/OL32671615M,1,1,['amazon:1345036426'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL6652051A,/books/OL32671615M
940,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7426630A'}}]","The Novels Of Charles Lever, Volume 4",,,,,,,,[11300472],,,"{'type': '/type/datetime', 'value': '2021-06-23T21:50:01.910689'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:01.910689'}",{'key': '/type/work'},/works/OL24625042W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24625042W
941,,[{'key': '/authors/OL7426630A'}],"The Novels Of Charles Lever, Volume 4",['Arkose Press'],662.0,hardcover,,[{'key': '/works/OL24625042W'}],"Oct 21, 2015",['1345030371'],[11300472],"The Novels Of Charles Lever, Volume 4",['9781345030372'],"{'type': '/type/datetime', 'value': '2021-06-23T21:50:01.910689'}","{'type': '/type/datetime', 'value': '2021-06-23T21:50:01.910689'}",{'key': '/type/edition'},/books/OL32671614M,1,1,['amazon:1345030371'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7426630A,/books/OL32671614M
